id,year,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation,tags
6,2022,In a patient of haemorrhagic shock there occurs:,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option c is correct[cite: 346]. In haemorrhagic shock, the body initiates a 'compensatory mechanism' to preserve blood flow to vital organs (heart and brain)[cite: 80]. While systemic catecholamine release causes widespread vasoconstriction, the coronary and cerebral vessels undergo autoregulatory vasodilation to maintain perfusion despite low systemic pressure [cite: 83].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **c (Vasodilatation of coronary):** Essential for maintaining myocardial oxygen supply during shock [cite: 83].
- ❌ **a, b (Cutaneous/Splanchnic):** These areas undergo intense **vasoconstriction** to shunts blood toward the heart and brain [cite: 81, 82].
- ❌ **d (Cerebral):** The brain vessels dilate (not constrict) via autoregulation to prevent ischemic injury[cite: 84].

### 3. MEMORY AID (MNEMONIC) 
**'Brain and Heart remain Smart'** — These two organs get **Dilation** (more blood) while the rest of the body gets **Constriction** (less blood).

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which receptors mediate the systemic vasoconstriction in shock?' (Alpha-1 adrenergic receptors).
- **Key Connection:** Vital for **Physiology** and **Surgery** (Trauma management).",Physiology|Surgery|haryanamo
7,2022,"Rapid action of the drug 'albuterol,' which is used in the bronchial asthma, is mediated through:",,,,,a,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option a is correct[cite: 346]. Albuterol (Salbutamol) is a Short-Acting Beta-2 Agonist (SABA)[cite: 87, 89]. It binds to $\beta_2$ adrenergic receptors on bronchial smooth muscle, leading to an increase in intracellular cAMP and subsequent bronchodilation [cite: 89].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **a (Beta adrenergic):** Specifically $\beta_2$ receptors in the lungs [cite: 89].
- ❌ **b (Alpha):** Alpha agonists generally cause vasoconstriction, not bronchodilation [cite: 98].
- ❌ **c (Muscarinic):** Antagonists (like Ipratropium) are used for asthma, but Albuterol is an agonist for Beta receptors [cite: 90].
- ❌ **d (Nicotinic):** These are found at neuromuscular junctions and autonomic ganglia[cite: 99].

### 3. MEMORY AID (MNEMONIC) 
**'B-2 for Lungs'** — $\beta_1$ is for 1 heart, **$\beta_2$** is for **2** lungs.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'What is a common side effect of Albuterol?' (Fine tremors and tachycardia due to $\beta_2$ and $\beta_1$ stimulation).
- **Key Connection:** Core **Pharmacology** and **Pulmonology** topic.",Pharmacology|Pulmonology|haryanamo
8,2022,Narcolepsy is triggered by abnormalities of:,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option c is correct[cite: 346]. Narcolepsy is primarily caused by the loss of neuropeptides called **Orexins** (Hypocretins), which are produced in the **Lateral Hypothalamus**[cite: 91, 93]. These peptides are responsible for maintaining wakefulness and regulating the sleep-wake cycle.

### 2. BREAKDOWN OF OPTIONS 
- ✅ **c (Hypothalamus):** Specifically the loss of orexin-producing neurons [cite: 93].
- ❌ **a (Skeletal muscle):** Narcolepsy involves cataplexy (muscle weakness), but the trigger is neurological, not muscular [cite: 92].
- ❌ **b (Medulla):** Regulates basic life functions like breathing/heart rate [cite: 100].
- ❌ **d (Neocortex):** Responsible for higher-order brain functions, not primary sleep-wake regulation[cite: 101].

### 3. MEMORY AID (MNEMONIC) 
**'Hypo-Sleep'** — The **Hypo**thalamus keeps you from having **Hypo**(low) wakefulness.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'What is the classic tetrad of Narcolepsy?' (Excessive daytime sleepiness, Cataplexy, Sleep paralysis, and Hypnagogic hallucinations).
- **Key Connection:** Important for **Physiology** and **Psychiatry**.",Physiology|Psychiatry|haryanamo
9,2022,Mitochondrial DNA is inherited from:,,,,,a,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option a is correct[cite: 346]. Mitochondrial DNA (mtDNA) exhibits **maternal inheritance**[cite: 94, 96]. During fertilization, the sperm provides only nuclear DNA, while the mitochondria of the zygote are derived almost entirely from the large cytoplasm of the ovum [cite: 96].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **a (Mother):** 100% of functional mitochondria come from the maternal egg [cite: 96].
- ❌ **b (Father):** Paternal mitochondria in the sperm tail are usually degraded or excluded during fertilization [cite: 102].
- ❌ **c (Both):** Only nuclear DNA is inherited from both[cite: 97].

### 3. MEMORY AID (MNEMONIC) 
**'M-M'** — **M**itochondria come from the **M**other.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'A woman with a mitochondrial disease has children. What is the risk of transmission?' (All children, both male and female, will inherit the condition).
- **Key Connection:** High-yield **Genetics** and **Pediatrics** topic.",Genetics|Pediatrics|haryanamo
10,2022,"When a blood sample is collected in a heparinised tube and centrifuged, it will get separated into:",,,,,d,"### 1. DIRECT ANSWER & CORE EXPLANATION \nOption d is correct[cite: 346]. Heparin is an anticoagulant that prevents clotting[cite: 104]. When anticoagulated blood is centrifuged, it separates into three distinct layers: **Plasma** (top), the **Buffy Coat** (middle layer containing WBCs and platelets), and **Packed RBCs** (bottom) [cite: 109].\n\n### 2. BREAKDOWN OF OPTIONS \n- ✅ **d (Plasma, buffy coat, RBCs):** The standard separation for anticoagulated blood [cite: 109].\n- ❌ **a, b (Clot):** Clots only form in tubes *without* anticoagulants [cite: 106, 108].\n- ❌ **c (Serum):** Serum is the fluid remaining *after* blood has clotted and the fibrinogen is removed[cite: 107].\n\n### 3. MEMORY AID (MNEMONIC) \n**'P-B-R'** — **P**lasma on top, **B**uffy coat in the middle, **R**BCs at the bottom.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS \n- **Potential Question:** 'What is the main difference between plasma and serum?' (Plasma contains fibrinogen and clotting factors; serum does not).\n- **Key Connection:** Essential for **Pathology** and lab medicine.",Pathology|Physiology|haryanamo
11,2022,"All of the following hormones are hyperglycaemic, except:",,,,,a,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option a is correct[cite: 346]. Insulin is the primary **hypoglycaemic** hormone; it lowers blood glucose levels by promoting its uptake into cells[cite: 110, 111]. The other listed hormones are 'counter-regulatory' hormones that increase blood glucose (hyperglycaemic) [cite: 112, 113, 114].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **a (Insulin):** Lowers blood sugar [cite: 111].
- ❌ **b (Thyroxine):** Increases glucose absorption and glycogenolysis [cite: 113].
- ❌ **c (Cortisol):** Increases gluconeogenesis and decreases peripheral glucose utilization [cite: 112].
- ❌ **d (Growth hormone):** Has anti-insulin effects and promotes glucose production[cite: 114].

### 3. MEMORY AID (MNEMONIC) 
**'Insulin goes In'** — **Insulin** makes glucose go **In**to the cells, leaving less in the blood.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which other pancreatic hormone is hyperglycaemic?' (Glucagon).
- **Key Connection:** Fundamental **Physiology** and **Endocrinology**.",Physiology|Endocrinology|haryanamo
12,2022,"A 70 year old diabetic patient presented to the emergency department with signs of dehydration as a result of severe vomiting. The doctor on duty administered to the patient a parenteral medication to treat vomiting, following which the patient developed grimacing and abnormal posture. Which out of the following could have been the inciting drug for this reaction?",,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option c is correct[cite: 346]. Metoclopramide is a potent dopamine (D2) receptor antagonist[cite: 117]. By blocking dopamine in the basal ganglia, it can cause Extrapyramidal Side Effects (EPS), such as acute dystonia, which presents as abnormal posturing and grimacing [cite: 117].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **c (Metoclopramide):** Crosses the blood-brain barrier significantly; notorious for causing drug-induced dystonia [cite: 117].
- ❌ **d (Domperidone):** Also a D2 antagonist but does not easily cross the blood-brain barrier, making EPS very rare [cite: 117].
- ❌ **a (Promethazine):** An H1 blocker with some dopamine-blocking activity, but less commonly associated with acute dystonia than metoclopramide in this clinical context [cite: 117].
- ❌ **b (Hydroxyzine):** A pure antihistamine (H1 blocker) without significant dopamine antagonism[cite: 117].

### 3. MEMORY AID (MNEMONIC) 
**'M-M-M'** — **M**etoclopramide causes **M**ovement disorders like **M**uscle spasms (Dystonia).

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'What is the treatment for acute dystonia caused by Metoclopramide?' (Intravenous Promethazine or Diphenhydramine due to their anticholinergic effects).
- **Key Connection:** High-yield for **Pharmacology** and **Emergency Medicine** triage.",Pharmacology|Medicine|Emergency Medicine|haryanamo
13,2022,"A patient, 50 years of age, presented with chief complaints of throbbing headache with a frequency of more than three attacks per month, with each episode lasting for around 24 hours. Which of the following drug is most suitable for prevention of such attacks?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option b is correct[cite: 346]. The clinical description of a throbbing, episodic headache fits Migraine[cite: 117]. Valproic acid (Sodium Valproate) is an FDA-approved first-line agent for the **prophylaxis** (prevention) of migraine attacks [cite: 117].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **b (Valproic acid):** Effective in reducing migraine frequency; other common prophylactic agents include Beta-blockers and Amitriptyline [cite: 117].
- ❌ **a (Phenytoin):** An anticonvulsant not used for migraine prevention [cite: 117].
- ❌ **c (Ethosuximide):** Specifically used for absence seizures [cite: 117].
- ❌ **d (Lamotrigine):** Used for bipolar disorder and seizures; not generally effective for standard migraine prophylaxis[cite: 117].

### 3. MEMORY AID (MNEMONIC) 
**'V-V'** — **V**alproate for **V**ery frequent migraines.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which beta-blocker is most commonly used for migraine prophylaxis?' (Propranolol).
- **Key Connection:** Important for **Neurology** and **Pharmacology** headache management.",Neurology|Pharmacology|haryanamo
14,2022,Which of the following antimicrobial agent needs dose reduction in renal failure?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option c is correct[cite: 346]. Amphotericin B is notoriously nephrotoxic[cite: 117]. While the drug itself is primarily excreted through the kidneys, its use in renal failure requires extremely careful monitoring and often dose adjustment or a switch to liposomal formulations to prevent further kidney damage.

### 2. BREAKDOWN OF OPTIONS 
- ✅ **c (Amphotericin B):** Known for 'shake and bake' side effects and significant renal toxicity [cite: 117].
- ❌ **a (Rifampicin):** Primarily metabolized by the liver; safe in renal failure [cite: 117].
- ❌ **b (Clindamycin):** Primarily eliminated by the liver; does not require renal adjustment [cite: 117].
- ❌ **d (Doxycycline):** Unique among tetracyclines as it is excreted primarily via the feces and does not accumulate in renal failure[cite: 117].

### 3. MEMORY AID (MNEMONIC) 
**'Ampho-Terrible'** — It is **Terrible** for the kidneys, so you must lower the dose if the kidneys are failing.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which tetracycline is safe in renal failure?' (Doxycycline).
- **Key Connection:** Essential for **Pharmacology** and **Nephrology** prescribing guidelines.",Pharmacology|Nephrology|haryanamo
15,2022,Which among the following conditions is an acquired cause of hypercoagulable state?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option c is correct[cite: 346]. Heparin-Induced Thrombocytopenia (HIT) is an **acquired** immune-mediated condition[cite: 117]. It occurs when antibodies form against heparin-platelet factor 4 complexes, paradoxically leading to widespread thrombosis (hypercoagulability).

### 2. BREAKDOWN OF OPTIONS 
- ✅ **c (HIT):** Acquired following medical exposure to heparin [cite: 117].
- ❌ **a, b, d:** These are all **inherited** (genetic) causes of thrombophilia [cite: 117].
- ❌ **Factor V Leiden:** The most common inherited cause of hypercoagulability[cite: 117].

### 3. MEMORY AID (MNEMONIC) 
**'HIT is Had'** — You are not born with it; you **Had** to get heparin to get **HIT**.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'What is the most common inherited cause of venous thromboembolism?' (Factor V Leiden). 
- **Key Connection:** Foundational in **Hematology** and **Medicine**.",Hematology|Medicine|haryanamo
16,2022,Which out of the following is the best test for the assessment of iron status?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option b is correct[cite: 346]. **Serum Ferritin** is the most sensitive and specific laboratory test for identifying iron deficiency[cite: 117]. It reflects the body's total **iron stores**; a low ferritin level is virtually diagnostic of iron deficiency.

### 2. BREAKDOWN OF OPTIONS 
- ✅ **b (Serum Ferritin):** The best indicator for storage iron [cite: 117].
- ❌ **a (Transferrin):** An iron transport protein that increases in deficiency but is less specific than ferritin [cite: 117].
- ❌ **c (Serum Iron):** Can fluctuate daily and does not accurately reflect total body stores [cite: 117].
- ❌ **d (Haemoglobin):** Only decreases once iron stores are completely exhausted (late sign)[cite: 117].

### 3. MEMORY AID (MNEMONIC) 
**'Ferritin = Warehouse'** — To check how much stock (iron) you have, check the **Ferritin** warehouse.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'What is a limitation of using Ferritin to assess iron status?' (It is an acute-phase reactant and may be falsely elevated during inflammation or infection). 
- **Key Connection:** Vital for **Hematology** and **General Medicine**.",Hematology|Medicine|haryanamo
17,2022,Which one of the following poisons retards putrefaction?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option c is correct[cite: 346]. Arsenic is well-known for its ability to preserve body tissues after death by inhibiting bacterial growth and enzymatic activity, a process that significantly delays or 'retards' putrefaction [cite: 117].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **c (Arsenic):** Acts as a preservative; bodies of arsenic poisoning victims may remain preserved for long periods [cite: 117].
- ❌ **a, b, d (Lead, Copper, Mercury):** While toxic, these heavy metals do not have the same characteristic preservative effect on the entire body as arsenic[cite: 117].

### 3. MEMORY AID (MNEMONIC) 
**'Arsenic Arrests Decay'** — Remember that **A**rsenic **A**rrests the process of decomposition.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which other condition can naturally retard putrefaction?' (Adipocere formation or Mummification).
- **Key Connection:** Important for **Forensic Medicine** when estimating the time since death in poisoning cases.",Forensic Medicine|Toxicology|haryanamo
